id;id_pelanggan;nama;alamat;no_hp;email;password;id_paket;ip_router;ip_parent_router;remark1;remark2;remark3;id_server
170;NA06000000028;NIKO ANDIKA;NAMAR;;user243@mail.com;111111;15;192.168.30.56;192.168.30.40;0;;;2
171;NA06000000029;ESTA EMI NAMAR;NAMAR;;user244@mail.com;111111;15;192.168.30.57;192.168.30.94;0;;;2
172;NA06000000030;TANIA LINANDA;NAMAR;;user245@mail.com;111111;15;192.168.30.58;192.168.30.57;0;;;2
173;NA06000000031;YULIANTO;NAMAR;;user246@mail.com;111111;15;192.168.30.59;192.168.30.23;0;;;2
175;NA06000000032;WAHYU;NAMAR;;user247@mail.com;111111;15;192.168.30.61;192.168.30.23;0;;;2
176;NA06000000033;BITA AGUS;NAMAR;;user248@mail.com;111111;15;192.168.30.62;192.168.30.27;0;;;2
177;NA06000000034;DIANA;NAMAR;;user249@mail.com;111111;15;192.168.30.63;192.168.30.200;0;;;2
178;NA06000000035;RISKI OKTAAVIA;NAMAR;;user250@mail.com;111111;15;192.168.30.64;192.168.30.11;0;;;2
180;NA06000000036;ARNIS;NAMAR;;user251@mail.com;111111;15;192.168.30.66;192.168.30.200;0;;;2
181;NA06000000037;AZAHRA;NAMAR;;user252@mail.com;111111;15;192.168.30.67;192.168.30.66;0;;;2
182;NA06000000038;PSS JAYA;NAMAR;;user253@mail.com;111111;15;192.168.30.68;192.168.30.66;0;;;2
183;NA06000000039;MUJII;NAMAR;;user254@mail.com;111111;15;192.168.30.69;192.168.30.200;0;;;2
184;NA06000000040;POKARI;NAMAR;;user255@mail.com;111111;15;192.168.30.70;192.168.30.12;0;;;2
188;NA06000000041;IRFAN;NAMAR;;user256@mail.com;111111;15;192.168.30.74;192.168.30.64;0;;;2
189;NA06000000042;PAK SUYUDI;NAMAR;;user257@mail.com;111111;15;192.168.30.75;192.168.30.74;0;;;2
190;NA06000000043;ADRIEL ARIS;NAMAR;;user258@mail.com;111111;15;192.168.31.76;192.168.31.71;0;;;2
191;NA06000000044;HARRY POTER;NAMAR;;user259@mail.com;111111;15;192.168.31.77;192.168.31.42;0;;;2
193;NA06000000045;RIZKI CILOK GAUL;NAMAR;;user260@mail.com;111111;15;192.168.30.81;192.168.30.40;0;;;2
686;NA06000000046;devan andika;NAMAR;;user261@mail.com;111111;15;192.168.30.89;192.168.30.61;0;;;2
687;NA06000000047;pacitanku;NAMAR;;user262@mail.com;111111;15;192.168.30.90;192.168.30.28;0;;;2
688;NA06000000048;GR FAMILY;NAMAR;;user263@mail.com;111111;15;192.168.30.91;192.168.30.55;0;;;2
704;NA06000000049;partinah jr;NAMAR;;user264@mail.com;111111;15;192.168.30.92;192.168.30.53;0;;;2
705;NA06000000050;sembarang;NAMAR;;user265@mail.com;111111;15;192.168.30.93;192.168.30.53;0;;;2
706;NA06000000051;arga;NAMAR;;user266@mail.com;111111;15;192.168.30.94;192.168.30.53;0;;;2
715;NA06000000052;cilok arema 2;NAMAR;;user267@mail.com;111111;15;192.167.31.78;192.167.31.77;0;;;2
726;NA06000000053;SRI;NAMAR;;user268@mail.com;111111;15;192.168.30.85;192.168.30.40;0;;;2
728;NA06000000054;KAVIN;NAMAR;;user269@mail.com;111111;15;192.168.30.110;192.168.30.70;0;;;2
737;NA06000000055;Bella namar;NAMAR;;user270@mail.com;111111;15;192.168.30.98;192.168.30.63;0;;;2
744;NA06000000056;kavin tplink;NAMAR;;user271@mail.com;111111;15;192.168.30.154;192.168.30.66;0;;;2
745;NA06000000057;vnd tenda;NAMAR;;user272@mail.com;111111;15;192.168.30.156;192.168.30.155;0;;;2
746;NA06000000058;mama house;NAMAR;;user273@mail.com;111111;15;192.168.30.158;192.168.30.55;0;;;2
747;NA06000000059;rivawila;NAMAR;;user274@mail.com;111111;15;192.168.30.159;192.168.30.155;0;;;2
545;OZ06000000001;server;OZ;;user275@mail.com;111111;15;192.168.201.200;192.168.201.200;1;;;13
546;OZ06000000002;keplik;OZ;;user276@mail.com;111111;15;192.168.201.2;192.168.201.5;1;;;13
547;OZ06000000003;adis;OZ;;user277@mail.com;111111;15;192.168.201.3;192.168.201.5;1;;;13
548;OZ06000000004;majas;OZ;;user278@mail.com;111111;15;192.168.201.4;192.168.201.12;1;;;13
549;OZ06000000005;mila;OZ;;user279@mail.com;111111;15;192.168.201.5;192.168.201.200;1;;;13
550;OZ06000000006;wawan;OZ;;user280@mail.com;111111;15;192.168.201.6;192.168.201.15;1;;;13
551;OZ06000000007;tiow bambang;OZ;;user281@mail.com;111111;15;192.168.201.7;192.168.201.9;1;;;13
552;OZ06000000008;azka;OZ;;user282@mail.com;111111;15;192.168.201.8;192.168.201.11;1;;;13
553;OZ06000000009;wisnu;OZ;;user283@mail.com;111111;15;192.168.201.9;192.168.201.12;1;;;13
554;OZ06000000010;danik;OZ;;user284@mail.com;111111;15;192.168.201.10;192.168.201.6;1;;;13
555;OZ06000000011;momon;OZ;;user285@mail.com;111111;15;192.168.201.11;192.168.201.12;1;;;13
556;OZ06000000012;k3;OZ;;user286@mail.com;111111;15;192.168.201.12;192.168.201.200;1;;;13
558;OZ06000000013;zulva;OZ;;user287@mail.com;111111;15;192.168.201.14;192.168.201.11;1;;;13
559;OZ06000000014;andini;OZ;;user288@mail.com;111111;15;192.168.201.15;192.168.201.7;1;;;13
560;OZ06000000015;bima;OZ;;user289@mail.com;111111;15;192.168.201.16;192.168.201.4;1;;;13
561;OZ06000000016;muntakib;OZ;;user290@mail.com;111111;15;192.168.201.17;192.168.201.10;1;;;13
562;OZ06000000017;sulis/arka;OZ;;user291@mail.com;111111;15;192.168.202.2;192.168.202.9;1;;;13
563;OZ06000000018;sakti;OZ;;user292@mail.com;111111;15;192.168.202.3;192.168.202.4;1;;;13
564;OZ06000000019;heru;OZ;;user293@mail.com;111111;15;192.168.202.4;192.168.202.7;1;;;13
565;OZ06000000020;joko supriyanto;OZ;;user294@mail.com;111111;15;192.168.202.5;192.168.202.24;1;;;13
566;OZ06000000021;satria;OZ;;user295@mail.com;111111;15;192.168.202.6;192.168.202.9;1;;;13
567;OZ06000000022;zeni;OZ;;user296@mail.com;111111;15;192.168.202.7;192.168.201.200;1;;;13
568;OZ06000000023;juni;OZ;;user297@mail.com;111111;15;192.168.202.8;192.168.202.10;1;;;13
569;OZ06000000024;anjas;OZ;;user298@mail.com;111111;15;192.168.202.9;192.168.202.7;1;;;13
570;OZ06000000025;luki;OZ;;user299@mail.com;111111;15;192.168.202.10;192.168.202.7;1;;;13
571;OZ06000000026;najib;OZ;;user300@mail.com;111111;15;192.168.202.11;192.168.202.9;1;;;13
572;OZ06000000027;nasa;OZ;;user301@mail.com;111111;15;192.168.202.12;192.168.202.7;1;;;13
573;OZ06000000028;ali;OZ;;user302@mail.com;111111;15;192.168.202.13;192.168.202.7;1;;;13
574;OZ06000000029;bahroni;OZ;;user303@mail.com;111111;15;192.168.202.14;192.168.202.16;1;;;13
575;OZ06000000030;puji;OZ;;user304@mail.com;111111;15;192.168.202.15;192.168.202.12;1;;;13
576;OZ06000000031;afandi;OZ;;user305@mail.com;111111;15;192.168.202.16;192.168.202.15;1;;;13
577;OZ06000000032;nasriel/budi;OZ;;user306@mail.com;111111;15;192.168.202.17;192.168.202.2;1;;;13
578;OZ06000000033;najwa lilik;OZ;;user307@mail.com;111111;15;192.168.202.18;192.168.202.6;1;;;13
579;OZ06000000034;joe joko;OZ;;user308@mail.com;111111;15;192.168.202.19;192.168.202.9;1;;;13
580;OZ06000000035;doyok;OZ;;user309@mail.com;111111;15;192.168.202.20;192.168.202.8;1;;;13
581;OZ06000000036;gardu;OZ;;user310@mail.com;111111;15;192.168.202.21;192.168.202.17;1;;;13
582;OZ06000000037;sari / gimah;OZ;;user311@mail.com;111111;15;192.168.202.22;192.168.202.4;1;;;13
583;OZ06000000038;niko / ns tekno;OZ;;user312@mail.com;111111;15;192.168.202.23;192.168.202.20;1;;;13
584;OZ06000000039;adam;OZ;;user313@mail.com;111111;15;192.168.202.24;192.168.202.3;1;;;13
585;OZ06000000040;unik;OZ;;user314@mail.com;111111;15;192.168.202.25;192.168.202.4;1;;;13
586;OZ06000000041;redy;OZ;;user315@mail.com;111111;15;192.168.202.26;192.168.202.7;1;;;13
587;OZ06000000042;david;OZ;;user316@mail.com;111111;15;192.168.202.27;192.168.202.14;1;;;13
588;OZ06000000043;SURYA;OZ;;user317@mail.com;111111;15;192.168.203.2;192.168.203.12;1;;;13
589;OZ06000000044;panji;OZ;;user318@mail.com;111111;15;192.168.203.3;192.168.203.12;1;;;13
590;OZ06000000045;huda;OZ;;user319@mail.com;111111;15;192.168.203.4;192.168.203.11;1;;;13
591;OZ06000000046;fahri;OZ;;user320@mail.com;111111;15;192.168.203.5;192.168.201.200;1;;;13
592;OZ06000000047;iqbal;OZ;;user321@mail.com;111111;15;192.168.203.6;192.168.203.5;1;;;13
593;OZ06000000048;rizka;OZ;;user322@mail.com;111111;15;192.168.203.7;192.168.203.14;1;;;13
594;OZ06000000049;adib;OZ;;user323@mail.com;111111;15;192.168.203.8;192.168.203.22;1;;;13
595;OZ06000000050;sulis;OZ;;user324@mail.com;111111;15;192.168.203.9;192.168.203.2;1;;;13
596;OZ06000000051;wahyono;OZ;;user325@mail.com;111111;15;192.168.203.10;192.168.203.9;1;;;13
597;OZ06000000052;avin;OZ;;user326@mail.com;111111;15;192.168.203.11;192.168.203.5;1;;;13
598;OZ06000000053;AAN;OZ;;user327@mail.com;111111;15;192.168.203.12;192.168.203.11;1;;;13
599;OZ06000000054;wisnu pdisa;OZ;;user328@mail.com;111111;15;192.168.203.13;192.168.203.5;1;;;13
600;OZ06000000055;bakul baut;OZ;;user329@mail.com;111111;15;192.168.203.14;192.168.203.5;1;;;13
601;OZ06000000056;rudi;OZ;;user330@mail.com;111111;15;192.168.203.15;192.168.203.5;1;;;13
603;OZ06000000057;avin2;OZ;;user331@mail.com;111111;15;192.168.203.17;192.168.203.11;1;;;13
604;OZ06000000058;teguh;OZ;;user332@mail.com;111111;15;192.168.203.18;192.168.203.10;1;;;13
605;OZ06000000059;an putra;OZ;;user333@mail.com;111111;15;192.168.203.19;192.168.203.9;1;;;13
606;OZ06000000060;aira;OZ;;user334@mail.com;111111;15;192.168.203.20;192.168.203.15;1;;;13
607;OZ06000000061;daniel;OZ;;user335@mail.com;111111;15;192.168.203.21;192.168.203.8;1;;;13
608;OZ06000000062;febi;OZ;;user336@mail.com;111111;15;192.168.203.22;192.168.203.14;1;;;13
609;OZ06000000063;sahrul/nia;OZ;;user337@mail.com;111111;15;192.168.204.2;192.168.201.200;1;;;13
610;OZ06000000064;nurul;OZ;;user338@mail.com;111111;15;192.168.204.3;192.168.201.200;1;;;13
611;OZ06000000065;bowo;OZ;;user339@mail.com;111111;15;192.168.204.4;192.168.204.5;1;;;13
612;OZ06000000066;yayun;OZ;;user340@mail.com;111111;15;192.168.204.5;192.168.201.200;1;;;13
613;OZ06000000067;misbah;OZ;;user341@mail.com;111111;15;192.168.204.6;192.168.204.3;1;;;13
614;OZ06000000068;nafa1;OZ;;user342@mail.com;111111;15;192.168.204.7;192.168.204.8;1;;;13
615;OZ06000000069;endang;OZ;;user343@mail.com;111111;15;192.168.204.8;192.168.204.6;1;;;13
616;OZ06000000070;rozi;OZ;;user344@mail.com;111111;15;192.168.204.9;192.168.201.200;1;;;13
617;OZ06000000071;wahid;OZ;;user345@mail.com;111111;15;192.168.204.10;192.168.204.18;1;;;13
618;OZ06000000072;sri yoga;OZ;;user346@mail.com;111111;15;192.168.204.11;192.168.204.3;1;;;13
619;OZ06000000073;nur/haikal;OZ;;user347@mail.com;111111;15;192.168.204.12;192.168.204.6;1;;;13
620;OZ06000000074;yadi;OZ;;user348@mail.com;111111;15;192.168.204.13;192.168.204.5;1;;;13
621;OZ06000000075;umar/karisma;OZ;;user349@mail.com;111111;15;192.168.204.14;192.168.204.10;1;;;13
622;OZ06000000076;nafa2;OZ;;user350@mail.com;111111;15;192.168.204.15;192.168.204.7;1;;;13
623;OZ06000000077;nia 2;OZ;;user351@mail.com;111111;15;192.168.204.164;192.168.204.2;1;;;13
624;OZ06000000078;rekafi;OZ;;user352@mail.com;111111;15;192.168.204.17;192.168.204.4;1;;;13
625;OZ06000000079;buning;OZ;;user353@mail.com;111111;15;192.168.204.16;192.168.204.8;1;;;13
626;OZ06000000080;ali;OZ;;user354@mail.com;111111;15;192.168.204.67;192.168.201.200;1;;;13
627;OZ06000000081;nanik /erlin;OZ;;user355@mail.com;111111;15;192.168.204.18;192.168.201.200;1;;;13
628;OZ06000000082;Nurul ali;OZ;;user356@mail.com;111111;15;192.168.204.19;192.168.204.67;1;;;13
629;OZ06000000083;mamuk;OZ;;user357@mail.com;111111;15;192.168.204.20;192.168.201.200;1;;;13
630;OZ06000000084;latifah;OZ;;user358@mail.com;111111;15;192.168.205.2;192.168.205.29;1;;;13
631;OZ06000000085;lutfa;OZ;;user359@mail.com;111111;15;192.168.205.3;192.168.205.36;1;;;13
632;OZ06000000086;pangat / fauzi;OZ;;user360@mail.com;111111;15;192.168.205.4;192.168.205.7;1;;;13
633;OZ06000000087;lutfi;OZ;;user361@mail.com;111111;15;192.168.205.5;192.168.205.27;1;;;13
634;OZ06000000088;regan;OZ;;user362@mail.com;111111;15;192.168.205.6;192.168.205.37;1;;;13
635;OZ06000000089;wildan;OZ;;user363@mail.com;111111;15;192.168.205.7;192.168.205.23;1;;;13
636;OZ06000000090;wahyu;OZ;;user364@mail.com;111111;15;192.168.205.8;192.168.205.6;1;;;13
637;OZ06000000091;puguh;OZ;;user365@mail.com;111111;15;192.168.205.9;192.168.205.21;1;;;13
638;OZ06000000092;diki;OZ;;user366@mail.com;111111;15;192.168.205.10;192.168.205.26;1;;;13
639;OZ06000000093;danianta / dian;OZ;;user367@mail.com;111111;15;192.168.205.11;192.168.205.12;1;;;13
640;OZ06000000094;rizal;OZ;;user368@mail.com;111111;15;192.168.205.12;192.168.205.35;1;;;13
641;OZ06000000095;opik;OZ;;user369@mail.com;111111;15;192.168.205.14;192.168.205.37;1;;;13
642;OZ06000000096;ghanikun;OZ;;user370@mail.com;111111;15;192.168.205.15;192.168.205.32;1;;;13
643;OZ06000000097;rumahah/apip;OZ;;user371@mail.com;111111;15;192.168.205.16;192.168.205.23;1;;;13
644;OZ06000000098;isti;OZ;;user372@mail.com;111111;15;192.168.205.17;192.168.205.23;1;;;13
645;OZ06000000099;tukijo/lilis;OZ;;user373@mail.com;111111;15;192.168.205.18;192.168.205.9;1;;;13
646;OZ06000000100;natan;OZ;;user374@mail.com;111111;15;192.168.205.19;192.168.205.20;1;;;13
647;OZ06000000101;vat;OZ;;user375@mail.com;111111;15;192.168.205.20;192.168.205.6;1;;;13
648;OZ06000000102;fina;OZ;;user376@mail.com;111111;15;192.168.205.21;192.168.205.2;1;;;13
649;OZ06000000103;maman rw;OZ;;user377@mail.com;111111;15;192.168.205.22;192.168.205.2;1;;;13
650;OZ06000000104;zainal;OZ;;user378@mail.com;111111;15;192.168.205.23;192.168.205.37;1;;;13
651;OZ06000000105;sarif;OZ;;user379@mail.com;111111;15;192.168.205.24;192.168.205.23;1;;;13
652;OZ06000000106;BU ARIS;OZ;;user380@mail.com;111111;15;192.168.205.25;192.168.205.37;1;;;13
653;OZ06000000107;anjar;OZ;;user381@mail.com;111111;15;192.168.205.26;192.168.205.27;1;;;13
654;OZ06000000108;siswanto;OZ;;user382@mail.com;111111;15;192.168.205.27;192.168.205.4;1;;;13
655;OZ06000000109;ardi;OZ;;user383@mail.com;111111;15;192.168.205.28;192.168.205.8;1;;;13
656;OZ06000000110;faris;OZ;;user384@mail.com;111111;15;192.168.205.29;192.168.205.24;1;;;13
657;OZ06000000111;anisa/amin;OZ;;user385@mail.com;111111;15;192.168.205.52;192.168.205.3;1;;;13
658;OZ06000000112;fauzan 1;OZ;;user386@mail.com;111111;15;192.168.205.31;192.168.205.32;1;;;13
659;OZ06000000113;luna farel;OZ;;user387@mail.com;111111;15;192.168.205.32;192.168.205.4;1;;;13
660;OZ06000000114;umam;OZ;;user388@mail.com;111111;15;192.168.205.33;192.168.205.23;1;;;13
661;OZ06000000115;nugroho;OZ;;user389@mail.com;111111;15;192.168.205.34;192.168.205.7;1;;;13
662;OZ06000000116;dimas;OZ;;user390@mail.com;111111;15;192.168.205.35;192.168.205.37;1;;;13
663;OZ06000000117;togel;OZ;;user391@mail.com;111111;15;192.168.205.36;192.168.205.4;1;;;13
664;OZ06000000118;puji;OZ;;user392@mail.com;111111;15;192.168.205.37;192.168.201.200;1;;;13
665;OZ06000000119;asrofi_faris;OZ;;user393@mail.com;111111;15;192.168.205.38;192.168.205.29;1;;;13
666;OZ06000000120;reza;OZ;;user394@mail.com;111111;15;192.168.205.39;192.168.205.14;1;;;13
667;OZ06000000121;amin/asrofi;OZ;;user395@mail.com;111111;15;192.168.205.40;192.168.205.4;1;;;13
668;OZ06000000122;sinta/mbahswar;OZ;;user396@mail.com;111111;15;192.168.205.41;192.168.205.24;1;;;13
703;OZ06000000123;Gery;OZ;;user397@mail.com;111111;15;192.168.204.101;192.168.204.8;1;;;13
712;OZ06000000124;rido;OZ;;user398@mail.com;111111;15;192.168.204.161;192.168.204.17;1;;;13
713;OZ06000000125;yanto;OZ;;user399@mail.com;111111;15;192.168.204.162;192.168.204.5;1;;;13
725;OZ06000000126;Lutfi colection;OZ;;user400@mail.com;111111;15;192.168.203.60;192.168.203.6;1;;;13
731;OZ06000000127;kang sar;OZ;;user401@mail.com;111111;15;192.168.202.56;192.168.202.11;1;;;13
735;OZ06000000128;wahyu saputra;OZ;;user402@mail.com;111111;15;192.168.203.61;192.168.201.200;1;;;13
736;OZ06000000129;Agustina huawei;OZ;;user403@mail.com;111111;15;192.168.204.29;192.168.204.2;1;;;13
738;OZ06000000130;CINDY WAWAN;OZ;;user404@mail.com;111111;15;192.168.205.56;192.168.205.5;1;;;13
739;OZ06000000131;azkiya wawan;OZ;;user405@mail.com;111111;15;192.168.205.57;192.168.205.11;1;;;13
740;OZ06000000132;pak kadus;OZ;;user406@mail.com;111111;15;192.168.205.50;192.168.205.9;1;;;13
741;OZ06000000133;maratu lia;OZ;;user407@mail.com;111111;15;192.168.205.51;192.168.205.6;1;;;13
750;OZ06000000134;siregar atas gimah;OZ;;user408@mail.com;111111;15;192.168.22.109;192.168.202.8;1;;;13
775;OZ06000000135;kayla;OZ;;user409@mail.com;111111;15;192.168.204.120;192.168.204.5;1;;;13
776;OZ06000000136;birin;OZ;;user410@mail.com;111111;15;192.168.201.27;192.168.201.4;1;;;13
522;PA06000000001;SERVER PABELAN;PABELAN;;user411@mail.com;111111;15;192.168.83.1;192.168.83.1;1;;;12
523;PA06000000002;WAWAN FARHAN;PABELAN;;user412@mail.com;111111;15;192.168.22.2;192.168.83.1;1;;;12
524;PA06000000003;NANDA;PABELAN;;user413@mail.com;111111;15;192.168.22.3;192.168.22.2;1;;;12
525;PA06000000004;ELZIO;PABELAN;;user414@mail.com;111111;15;192.168.22.5;192.168.22.2;1;;;12
526;PA06000000005;KINAN;PABELAN;;user415@mail.com;111111;15;192.168.22.37;192.168.22.5;1;;;12
527;PA06000000006;TOHIR;PABELAN;;user416@mail.com;111111;15;192.168.17.2;192.168.83.1;1;;;12
528;PA06000000007;LAUNDRY;PABELAN;;user417@mail.com;111111;15;192.168.17.3;192.168.17.2;1;;;12
529;PA06000000008;DANU;PABELAN;;user418@mail.com;111111;15;192.168.17.4;192.168.17.3;1;;;12
530;PA06000000009;RW;PABELAN;;user419@mail.com;111111;15;192.168.22.4;192.168.83.1;1;;;12
531;PA06000000010;yumu store;PABELAN;;user420@mail.com;111111;15;192.168.17.7;192.168.83.1;1;;;12
532;PA06000000011;BOSS PAKAIAN;PABELAN;;user421@mail.com;111111;15;192.168.19.2;192.168.83.1;1;;;12
540;PA06000000012;nurhidayati;PABELAN;;user422@mail.com;111111;15;192.168.17.9;192.168.17.2;1;;;12
541;PA06000000013;belakang kinan;PABELAN;;user423@mail.com;111111;15;192.168.17.9;192.168.17.6;1;;;12
544;PA06000000014;HIDAYAH;PABELAN;;user424@mail.com;111111;15;192.168.22.9;192.168.22.6;1;;;12
680;PA06000000015;masjid / cahaya;PABELAN;;user425@mail.com;111111;15;192.168.22.10;192.168.83.1;1;;;12
681;PA06000000016;ARSYA;PABELAN;;user426@mail.com;111111;15;192.168.17.15;192.168.83.1;1;;;12
682;PA06000000017;Hartini;PABELAN;;user427@mail.com;111111;15;192.168.22.13;192.168.83.1;1;;;12
683;PA06000000018;Mahfud;PABELAN;;user428@mail.com;111111;15;192.168.22.23;192.168.22.4;1;;;12
723;PA06000000019;dika;PABELAN;;user429@mail.com;111111;15;192.168.17.59;192.168.17.3;1;;;12
729;PA06000000020;Sri lestari;PABELAN;;user430@mail.com;111111;15;192.168.17.60;192.168.17.2;1;;;12
742;PA06000000021;Huda aisy;PABELAN;;user431@mail.com;111111;15;192.168.22.83;192.168.22.2;1;;;12
757;PA06000000022;PINGGIR WAWAN;PABELAN;;user432@mail.com;111111;15;192.168.22.92;192.168.22.3;1;;;12
773;PA06000000023;salsa;PABELAN;;user433@mail.com;111111;15;192.168.22.94;192.168.22.10;1;;;12
331;SI06000000001;server sinin;SININ;;user434@mail.com;111111;18;192.168.50.1;192.168.50.1;0;;;7
332;SI06000000002;sumaynada / siinin;SININ;;user435@mail.com;111111;18;192.168.37.2;192.168.50.1;0;;;7
333;SI06000000003;semut ireng;SININ;;user436@mail.com;111111;18;192.168.37.3;192.168.50.1;0;;;7
334;SI06000000004;alfaro 20.24;SININ;;user437@mail.com;111111;18;192.168.37.4;192.168.50.1;0;;;7
335;SI06000000005;syukur 20.25;SININ;;user438@mail.com;111111;18;192.168.37.5;192.168.50.1;0;;;7
336;SI06000000006;pj kumar;SININ;;user439@mail.com;111111;18;192.168.37.6;192.168.50.1;0;;;7
337;SI06000000007;harjoko ii;SININ;;user440@mail.com;111111;18;192.168.37.7;192.168.50.1;0;;;7
338;SI06000000008;anzol;SININ;;user441@mail.com;111111;18;192.168.37.8;192.168.50.1;0;;;7
339;SI06000000009;meresahkan;SININ;;user442@mail.com;111111;18;192.168.37.9;192.168.50.1;0;;;7
340;SI06000000010;rumah wifi @id;SININ;;user443@mail.com;111111;18;192.168.37.10;192.168.50.1;0;;;7
341;SI06000000011;kaesang;SININ;;user444@mail.com;111111;18;192.168.37.11;192.168.50.1;0;;;7
342;SI06000000012;yoko;SININ;;user445@mail.com;111111;18;192.168.37.12;192.168.50.1;0;;;7
343;SI06000000013;free wifi;SININ;;user446@mail.com;111111;18;192.168.37.13;192.168.50.1;0;;;7
344;SI06000000014;priyanto;SININ;;user447@mail.com;111111;18;192.168.37.14;192.168.50.1;0;;;7
345;SI06000000015;imam nur;SININ;;user448@mail.com;111111;18;192.168.37.15;192.168.50.1;0;;;7
346;SI06000000016;maul;SININ;;user449@mail.com;111111;18;192.168.37.16;192.168.50.1;0;;;7
347;SI06000000017;tplink/pak_lis;SININ;;user450@mail.com;111111;18;192.168.20.2;192.168.50.1;0;;;7
348;SI06000000018;wawan;SININ;;user451@mail.com;111111;18;192.168.20.3;192.168.50.1;0;;;7
349;SI06000000019;alfa rizki;SININ;;user452@mail.com;111111;18;192.168.20.4;192.168.50.1;0;;;7
350;SI06000000020;zidan;SININ;;user453@mail.com;111111;18;192.168.20.5;192.168.50.1;0;;;7
351;SI06000000021;ceyra;SININ;;user454@mail.com;111111;18;192.168.20.6;192.168.50.1;0;;;7
352;SI06000000022;wifikku;SININ;;user455@mail.com;111111;18;192.168.20.7;192.168.50.1;0;;;7
353;SI06000000023;krupuk maseh;SININ;;user456@mail.com;111111;18;192.168.20.8;192.168.50.1;0;;;7
354;SI06000000024;ivansa;SININ;;user457@mail.com;111111;18;192.168.20.9;192.168.50.1;0;;;7
355;SI06000000025;oksa;SININ;;user458@mail.com;111111;18;192.168.20.10;192.168.50.1;0;;;7
356;SI06000000026;nokia;SININ;;user459@mail.com;111111;18;192.168.20.11;192.168.50.1;0;;;7
357;SI06000000027;ziven;SININ;;user460@mail.com;111111;18;192.168.20.12;192.168.50.1;0;;;7
358;SI06000000028;askey;SININ;;user461@mail.com;111111;18;192.168.20.13;192.168.50.1;0;;;7
359;SI06000000029;haidar;SININ;;user462@mail.com;111111;18;192.168.20.14;192.168.50.1;0;;;7
360;SI06000000030;selo pundutan / wanto;SININ;;user463@mail.com;111111;18;192.168.20.15;192.168.50.1;0;;;7
361;SI06000000031;EKO;SININ;;user464@mail.com;111111;18;192.168.20.16;192.168.50.1;0;;;7
362;SI06000000032;ALISA;SININ;;user465@mail.com;111111;18;192.168.20.17;192.168.50.1;0;;;7
363;SI06000000033;KARINSA;SININ;;user466@mail.com;111111;18;192.168.20.18;192.168.50.1;0;;;7
364;SI06000000034;tristan nokia;SININ;;user467@mail.com;111111;18;192.168.20.19;192.168.50.1;0;;;7
365;SI06000000035;JOYO MESIN;SININ;;user468@mail.com;111111;18;192.168.20.20;192.168.50.1;0;;;7
366;SI06000000036;tata adsl;SININ;;user469@mail.com;111111;18;192.168.20.21;192.168.50.1;0;;;7
367;SI06000000037;eternal;SININ;;user470@mail.com;111111;18;192.168.20.22;192.168.50.1;0;;;7
110;TL06000000001;Server Tlogo;TLOGO;;user471@mail.com;111111;15;192.168.63.200;192.168.63.200;1;;;5
111;TL06000000002;Risfa;TLOGO;;user472@mail.com;111111;15;192.168.63.2;192.168.63.200;1;;;5
112;TL06000000003;daroji;TLOGO;;user473@mail.com;111111;15;192.168.63.3;192.168.63.200;1;;;5
113;TL06000000004;parman;TLOGO;;user474@mail.com;111111;15;192.168.63.9;192.168.63.200;1;;;5
115;TL06000000005;tasman;TLOGO;;user475@mail.com;111111;15;192.168.63.5;192.168.63.3;1;;;5
116;TL06000000006;budi;TLOGO;;user476@mail.com;111111;15;192.168.63.42;192.168.63.200;1;;;5
117;TL06000000007;supriyadi;TLOGO;;user477@mail.com;111111;15;192.168.63.6;192.168.63.42;1;;;5
118;TL06000000008;surip;TLOGO;;user478@mail.com;111111;15;192.168.63.8;192.168.63.6;1;;;5
119;TL06000000009;sugimin;TLOGO;;user479@mail.com;111111;15;192.168.63.15;192.168.63.8;1;;;5
120;TL06000000010;seh gimin;TLOGO;;user480@mail.com;111111;15;192.168.63.16;192.168.63.15;1;;;5
121;TL06000000011;kosmiyanto;TLOGO;;user481@mail.com;111111;15;192.168.63.11;192.168.63.5;1;;;5
122;TL06000000012;trimanto;TLOGO;;user482@mail.com;111111;15;192.168.63.14;192.168.63.42;1;;;5
123;TL06000000013;wahyono;TLOGO;;user483@mail.com;111111;15;192.168.63.10;192.168.63.9;1;;;5
124;TL06000000014;agus;TLOGO;;user484@mail.com;111111;15;192.168.63.41;192.168.63.10;1;;;5
125;TL06000000015;john;TLOGO;;user485@mail.com;111111;15;192.168.63.12;192.168.63.41;1;;;5
126;TL06000000016;yono;TLOGO;;user486@mail.com;111111;15;192.168.63.13;192.168.63.12;1;;;5
127;TL06000000017;windri;TLOGO;;user487@mail.com;111111;15;192.168.63.17;192.168.63.10;1;;;5
128;TL06000000018;marni;TLOGO;;user488@mail.com;111111;15;192.168.63.26;192.168.63.10;1;;;5
129;TL06000000019;wati;TLOGO;;user489@mail.com;111111;15;192.168.63.78;192.168.63.15;1;;;5
130;TL06000000020;triyono;TLOGO;;user490@mail.com;111111;15;192.168.63.4;192.168.63.3;1;;;5
543;TL06000000021;SINTA;TLOGO;;user491@mail.com;111111;15;192.168.63.31;192.168.63.9;1;;;5
685;TL06000000022;Heriyanto;TLOGO;;user492@mail.com;111111;15;192.168.63.28;192.168.63.31;1;;;5
